time,  loss per image
0	0.517303
20	0.412586
40	0.676691
60	0.675617
80	0.60772
100	0.584711
120	0.577093
140	0.640012
160	0.745151
180	0.634041
200	0.691586
220	0.686915
240	0.622861
260	0.775637
280	0.822032
300	0.507732
320	0.665552
340	0.776492
360	0.739236
380	0.66688
400	0.771832
420	0.505507
440	0.661902
460	0.611114
480	0.749154
500	0.536834
520	0.642157
540	0.834833
560	0.72072
580	0.416219
600	0.630102
620	0.776312
640	0.489948
660	0.793371
680	0.894575
700	0.530354
720	0.748075
740	0.536351
760	0.629112
780	0.670102
800	0.575685
820	0.57035
840	0.676736
860	0.620869
880	0.758467
900	0.638033
920	0.724792
940	0.469068
960	0.667455
980	0.480332
1000	0.539495
1020	0.769931
1040	0.494822
1060	0.7357
1080	0.684759
1100	0.381487
1120	0.715863
1140	0.4615
1160	0.626008
1180	0.798679
1200	0.835141
1220	0.749499
1240	0.80641
1260	0.744189
1280	0.583342
1300	0.544363
1320	0.808019
1340	0.697617
1360	0.780385
1380	0.641532
1400	0.559207
1420	0.642765
1440	0.594138
1460	0.602829
1480	0.657938
1500	0.608991
1520	0.65641
1540	0.531009
1560	0.666494
1580	0.735089
1600	0.750834
1620	0.530032
1640	0.685377
1660	0.694895
1680	0.705686
1700	0.69881
1720	0.540199
1740	0.609134
1760	0.669958
1780	0.526396
1800	0.534172
1820	0.695291
1840	0.836538
1860	0.469227
1880	0.388816
1900	0.53935
1920	0.746837
1940	0.47446
1960	0.801698
1980	0.582804
2000	0.616708
2020	0.854524
2040	0.692814
2060	0.524933
2080	0.685592
2100	0.700591
2120	0.46622
2140	0.788441
2160	0.764471
2180	0.624803
2200	0.496709
2220	0.477934
2240	0.461935
2260	0.629349
2280	0.550079
2300	0.601652
2320	0.606414
2340	0.492153
2360	0.414141
2380	0.576996
2400	0.690781
2420	0.631754
2440	0.667505
2460	0.627046
2480	0.596621
2500	0.604955
2520	0.741745
2540	0.716126
2560	0.460429
2580	0.567165
2600	0.744654
2620	0.582727
2640	0.519431
2660	0.534866
2680	0.728372
2700	0.788858
2720	0.706239
2740	0.703114
2760	0.498444
2780	0.613535
2800	0.59144
2820	0.671724
2840	0.589735
2860	0.696884
2880	0.501881
2900	0.630782
2920	0.688046
2940	0.619527
2960	0.440452
2980	0.724028
3000	0.505947
3020	0.848689
3040	0.715259
3060	0.558201
3080	0.640618
3100	0.804714
3120	0.530032
3140	0.614761
3160	0.525534
3180	0.705965
3200	0.616691
3220	0.659095
3240	0.800642
3260	0.524344
3280	0.67478
3300	0.544685
3320	0.694709
3340	0.742398
3360	0.700356
3380	0.524089
3400	0.700744
3420	0.749042
3440	0.600383
3460	0.714794
3480	0.694653
3500	0.566084
3520	0.447372
3540	0.612595
3560	0.575508
3580	0.73689
3600	0.690124
3620	0.660743
3640	0.716196
3660	0.496794
3680	0.6462
3700	0.52894
3720	0.705208
3740	0.699924
3760	0.487054
3780	0.703992
3800	0.527713
3820	0.53073
3840	0.845778
3860	0.538908
3880	0.59839
3900	0.71844
3920	0.586361
3940	0.708853
3960	0.760879
3980	0.594704
4000	0.686479
4020	0.630666
4040	0.488325
4060	0.418086
4080	0.592318
4100	0.729189
4120	0.694106
4140	0.639249
4160	0.607256
4180	0.520276
4200	0.580016
4220	0.630249
4240	0.587657
4260	0.691371
4280	0.593109
4300	0.546286
4320	0.441444
4340	0.524315
4360	0.709489
4380	0.46287
4400	0.505479
4420	0.750135
4440	0.684747
4460	0.530542
4480	0.627865
4500	0.737353
4520	0.613028
4540	0.504316
4560	0.847634
4580	0.591602
4600	0.707575
4620	0.669077
4640	0.91666
4660	0.804286
4680	0.657145
4700	0.751086
4720	0.7519
4740	0.553891
4760	0.535059
4780	0.519046
4800	0.661071
4820	0.422389
4840	0.714282
4860	0.534303
4880	0.542923
4900	0.511217
4920	0.59627
4940	0.534896
4960	0.605684
4980	0.794116
5000	0.732429
5020	0.640976
5040	0.599725
5060	0.488629
5080	0.700308
5100	0.700019
5120	0.61225
5140	0.544529
5160	0.535042
5180	0.560404
5200	0.626146
5220	0.486541
5240	0.760588
5260	0.566842
5280	0.597651
5300	0.548316
5320	0.536558
5340	0.73493
5360	0.77486
5380	0.564578
5400	0.685935
5420	0.762687
5440	0.663759
5460	0.659637
5480	0.549366
5500	0.561525
5520	0.720249
5540	0.720179
5560	0.524221
5580	0.705456
5600	0.765312
5620	0.659134
5640	0.78685
5660	0.523221
5680	0.768192
5700	0.652675
5720	0.470751
5740	0.48724
5760	0.505444
5780	0.58654
5800	0.622153
5820	0.508108
5840	0.455203
5860	0.466697
5880	0.624177
5900	0.647552
5920	0.742789
5940	0.671747
5960	0.670253
5980	0.604117
6000	0.716771
6020	0.633761
6040	0.786347
6060	0.749888
6080	0.740557
6100	0.7441
6120	0.627563
6140	0.838664
6160	0.734916
6180	0.578619
6200	0.612425
6220	0.907833
6240	0.745926
6260	0.746495
6280	0.671754
6300	0.537034
6320	0.552008
6340	0.620418
6360	0.680476
6380	0.689156
6400	0.727975
6420	0.608357
6440	0.666891
6460	0.698842
6480	0.568458
6500	0.644808
6520	0.51682
6540	0.576705
6560	0.760091
6580	0.820533
6600	0.524273
6620	0.521165
6640	0.759273
6660	0.752392
6680	0.624967
6700	0.669164
6720	0.591107
6740	0.545269
6760	0.650873
6780	0.406899
6800	0.694435
6820	0.712526
6840	0.499591
6860	0.802087
6880	0.494732
6900	0.643921
6920	0.635982
6940	0.932754
6960	0.526977
6980	0.801527
7000	0.819113
7020	0.663029
7040	0.768425
7060	0.593443
7080	0.69329
7100	0.67001
7120	0.607716
7140	0.857976
7160	0.807181
7180	0.432957
7200	0.612134
7220	0.538774
7240	0.722371
7260	0.613166
7280	0.749745
7300	0.501016
7320	0.689409
7340	0.474409
7360	0.757655
7380	0.571578
7400	0.822134
7420	0.393574
7440	0.481024
7460	0.761448
7480	0.723128
7500	0.641818
7520	0.473787
7540	0.705622
7560	0.589938
7580	0.59883
7600	0.509368
7620	0.74848
7640	0.418887
7660	0.667815
7680	0.657107
7700	0.58611
7720	0.782223
7740	0.738372
7760	0.700956
7780	0.567083
7800	0.627463
7820	0.607109
7840	0.801889
7860	0.533484
7880	0.514936
7900	0.645112
7920	0.663269
7940	0.6839
7960	0.624919
7980	0.582595
8000	0.486678
8020	0.596244
8040	0.549411
8060	0.765354
8080	0.900031
8100	0.690309
8120	0.840869
